-0.34;-1.12;1.26;0.67;-2.72;-0.91;1.17;0.15;-0.43;-1.13;-0.28;0.97;-0.15;-2.87;2.01
0.75;-0.19;1.05;1.46;-0.55;-0.14;1.11;1.24;-0.32;-2.98;-0.8;0.2;1.51;-0.12;2.61
2.57;0.22;0.04;-0.31;3.02;-0.39;1.9;-0.29;-2.58;-3.01;-0.09;2.93;0.88;1.21;-1.1
-31.23;-22.59;-12.87;-0.4;7.67;18.89;26.71;35.05;48.14;37.93;44.16;53.32;52.46;53.52;57.12
-30.3;3.83;38;81.61;111.32;141.85;174.82;203.15;250.43;217.5;249.02;296.23;327.37;382.53;473.32
-31.4;-14.97;-8.99;4.79;14.38;27.72;39.8;51.06;80.92;113.44;193.8;357.32;606.16;934.99;1425.18
-27.31;-23.55;-22.69;-17.01;-12.8;-6.5;-4.45;16.51;100.47;297.49;643.07;1216.42;2016.09;2907.43;4011.1
-28.86;-23.08;-23.29;-16.44;-13.51;-8.99;1.79;57.69;296.49;840.25;1591.62;2612.1;3852.38;5032.67;6368.44
-30.33;-24.31;-27.2;-19.6;-17.32;-9.48;14.36;139.69;634.46;1561.11;2650.05;3901.68;5268.31;6465.8;7813.06
-30.68;-26.73;-28.84;-20.3;-17.46;-8.64;34.82;279.36;1052.34;2279.34;3537.7;4842.54;6222.56;7347.49;8623.35
-32.62;-29.56;-26.33;-22.43;-16.01;-8.25;69.29;460.18;1459.25;2875.27;4207.44;5500.79;6805.24;7928.48;9093.29
-32.94;-27.46;-26.47;-22.45;-15.28;-9.21;102.94;660.38;1814.38;3351.1;4681.28;5945.83;7196.43;8276.02;9406.27
-32.56;-26.4;-26.3;-22.07;-15.06;-6.27;143.85;837.96;2114.26;3704.35;5044.54;6252.11;7447.37;8516.32;9626.45
-33;-26.7;-26.77;-24.44;-14.98;-3.82;184.09;1012.79;2362.81;3967.41;5290.66;6497.43;7640.29;8688.38;9779.31
-29.65;-27.24;-25.81;-26.16;-16.64;0.01;225.84;1160.29;2547.68;4173.93;5472.26;6676.24;7801.14;8829.56;9883.32
-28.81;-28.23;-27.26;-23.54;-19.11;2.65;259.93;1298.6;2701.64;4333.66;5619.9;6806.32;7918.81;8941.22;9951.48
-30.63;-27.08;-25.73;-23.19;-19.63;0.71;296;1406.33;2837.5;4473.76;5740.67;6883.93;8007.18;8993.7;10011.15
-30.98;-28.18;-28.76;-23.49;-18.32;3.95;338.15;1506.75;2939.18;4583.48;5834.17;6959.19;8068.97;9032.06;10046.74
-31.15;-23.97;-29.79;-22.56;-19.36;8.17;365.76;1598.59;3024.86;4662.07;5913.2;7022.89;8107.15;9050.34;10099.26
-29.87;-25.67;-27.69;-21.74;-21.37;13.42;408.19;1668.94;3103.22;4737.07;5987.73;7075.63;8149.23;9074.7;10108.2
-31.15;-28.53;-28.54;-22.78;-19.25;16.41;444.39;1739.4;3175.84;4803.57;6041.56;7120.03;8203.69;9118.98;10086.42
-30.87;-26.83;-28.1;-24.2;-18.24;20.95;478.78;1807.46;3224.75;4845.43;6077.34;7175.63;8228.89;9121.66;10113.19
-31.31;-26.62;-29.46;-23.54;-20.64;25.14;499.38;1868.27;3261.98;4902.75;6110.99;7195.24;8241.44;9173.35;10127.54
-33.54;-27.6;-27.56;-25.36;-19.14;29.95;535.17;1915.06;3308.17;4955.57;6146.42;7201.3;8245.22;9192.3;10128.01
-33.7;-26.23;-26.17;-25.96;-17.48;35.5;566.75;1949.39;3350.07;4986.47;6165.83;7225.34;8282.87;9201.68;10129.3
-33.84;-27.49;-25.05;-23.43;-17.56;36.5;595.49;1982.55;3382.37;5006.35;6195.11;7246.7;8293.85;9207.5;10104.11
-31.33;-26.43;-26.3;-22.97;-17.56;37.45;605.11;2008.82;3404.48;5018.74;6215.15;7268.09;8288.53;9236.29;10107.74
-31.99;-27.11;-29.06;-23.1;-16.94;39.9;625.25;2029.5;3422.09;5034.15;6228.72;7279.85;8278.02;9204.42;10113.17
-32.88;-27.65;-28.59;-24.52;-16.77;40.36;649.77;2060.3;3447.77;5063.55;6253.78;7302.38;8276;9183.67;10119.07
-35.18;-28.14;-27.61;-24.55;-19.52;41.4;675.14;2098.84;3463.19;5102.15;6254.34;7288.56;8290.31;9192.56;10127.68
-33.64;-27.57;-25.38;-23.68;-21.67;43.27;696.73;2112.87;3472.99;5126.45;6259.86;7283.85;8312.4;9177.7;10124.77
-34.85;-29.64;-25.11;-21.36;-24.15;45.56;714.24;2127.36;3488.34;5138.13;6277.31;7281.01;8319.74;9167.53;10134.97
-31.55;-31.74;-24.02;-22.97;-20.01;48.19;729.85;2149.01;3506.25;5143.12;6295.67;7283.72;8293.63;9170.68;10147.1
-31.69;-28.98;-25.46;-23.98;-17.78;52.41;749.83;2163.54;3524.46;5172.42;6324;7282.72;8299.97;9168.94;10110.12
-32.53;-30.49;-26.94;-22.42;-17.81;54.96;770.02;2168.52;3524.4;5187.95;6333.82;7288.86;8333.78;9180.95;10073.16
-32.94;-28.44;-23.66;-25.34;-20.58;58.58;780.72;2186.07;3534;5197.27;6319;7289.1;8326.71;9186.85;10067.77
-32.86;-29.8;-25.82;-26.64;-22.11;62.25;791.31;2208.85;3533.73;5196.36;6313.16;7303.75;8317.12;9179.5;10089.96
-32.92;-29.83;-26.52;-27.43;-19.36;65.09;797.25;2232.93;3524.71;5218.91;6322.58;7301.64;8293.32;9176.64;10099.34
-30.25;-28.9;-28.13;-25.47;-17.7;63.14;810.64;2241.87;3545.91;5231.29;6348.17;7306.35;8284.02;9183.07;10087.02
-28.51;-28.58;-27.96;-23.02;-18.38;65.65;821.49;2240.4;3555.94;5226.29;6338.98;7296.41;8296.99;9170.44;10068.45
-30.12;-28.28;-28.48;-23.57;-18.54;67.99;829.42;2242.84;3554.01;5226.52;6335.74;7283.81;8295.85;9176.45;10064.95
-30.33;-28.36;-29.16;-22.8;-20.56;71.52;840.37;2255.92;3573.89;5216.89;6332.57;7292.29;8272.49;9145.32;10057.63
-29.87;-28.3;-27.26;-23.68;-19.85;73.82;843.31;2255.7;3588.21;5209.97;6340.45;7310.19;8263.85;9142.06;10064.73
-31.53;-30.54;-26.99;-22.67;-17.7;71.05;855.5;2260.2;3598.16;5225.36;6346.69;7299.62;8278.35;9155.02;10061.35
-29.57;-30.21;-25.68;-21.64;-18.65;77.95;877.75;2266.81;3601.02;5246.68;6361.94;7283.04;8299.09;9174.04;10060.62
-30.74;-26.75;-26.52;-22.7;-22.08;77.29;895.07;2269.6;3592.91;5228.96;6369.79;7289.86;8294.44;9173.44;10090.17
-31.07;-26.59;-29.57;-26.18;-20.09;76.72;904.64;2273.39;3586.22;5230.5;6338.77;7297.84;8273.92;9184.22;10109.05
-30.36;-27.35;-29.54;-26.05;-19.17;76.53;907.76;2276.97;3589.79;5245.96;6337.66;7292.38;8274.65;9159.41;10056.63
-30.55;-28.85;-30.44;-22.15;-20.53;77.59;913.07;2289.16;3595.42;5252;6332.31;7289.62;8265.03;9136.68;10031.64
-30.22;-27.68;-30.11;-25.31;-17.91;81.2;919.54;2300.75;3593.08;5248.02;6346.16;7281.55;8271.09;9140.86;10025.79
-28.81;-28.25;-28.21;-25.39;-17.26;84.52;921.44;2300.09;3592.95;5250.58;6349;7286.23;8263.11;9121.8;10014.83
-29.08;-28.06;-29.38;-25.17;-17.97;85.8;928.43;2290.93;3616.95;5258.65;6351.8;7279.44;8264.59;9102.3;10022.88
-29;-27.43;-28.67;-24.82;-18.21;86.62;942.11;2300.06;3640.32;5263.23;6365.32;7277.4;8247.47;9097.37;10046.66
-29.3;-26.27;-27.15;-22.29;-19.41;87.18;956;2315.81;3641.29;5256.96;6375.18;7282.84;8248.82;9111.6;10040.1
-29.52;-23.92;-27.83;-21.8;-17.86;88.2;967;2319.5;3635.32;5249.75;6367.63;7289.57;8260.06;9110.06;10007.64
-29.71;-23.98;-28.29;-20.52;-15.55;84.38;966.71;2320.34;3641.12;5238.53;6352.52;7283.16;8259.04;9105.67;9982.91
-29.32;-24.12;-29.46;-23.1;-17.62;90.75;973.15;2325.45;3628.99;5254.43;6334.68;7289.53;8240.69;9106.86;9976.31
-29.46;-25.02;-27.8;-27.08;-17.07;95.35;985.46;2340.28;3619.92;5259.73;6341.31;7298.72;8245.96;9095.72;9950.8
-27.39;-24.63;-28.51;-25.82;-17.78;97.02;986.73;2348.66;3632.29;5273.11;6348.17;7287.19;8238.03;9077.31;9940.91
-29.79;-24.5;-26.36;-25.04;-18.79;102.37;981.54;2345.44;3644.43;5267.41;6348.89;7298;8220.42;9043.04;9954.1
-30.77;-23.92;-27.67;-23.43;-18.13;100.53;974.82;2345.69;3659.04;5256.36;6356.06;7299.59;8221.82;9045.25;9919.1
-30.96;-25.97;-25.95;-23.9;-20.26;101.59;988.21;2345.84;3649.21;5253.33;6353.82;7275.16;8231.83;9040.24;9895.38
-30.68;-28.17;-28.62;-24.16;-21.21;108.26;991.16;2354.9;3648.91;5255.1;6343.89;7258.79;8230.98;9045.87;9919.52
-32.21;-28.93;-28.51;-26.37;-21.02;110.44;992.77;2348.53;3645.48;5268.33;6332.86;7244.58;8207.94;9041.31;9915.7
-32.4;-26.39;-29.49;-25.82;-20.45;107.11;993.07;2353.24;3658.92;5263.49;6319.41;7252.58;8200.83;9032.3;9912.4
-30.38;-29.29;-28.46;-25.53;-18.37;107.36;993.76;2366.17;3665.32;5253.49;6316.73;7237.66;8209.18;9008.22;9904.55
-31.5;-25.77;-26.98;-21.99;-21.7;109.18;1004.33;2369.02;3673.92;5243.46;6314.06;7236.28;8242.21;9002.58;9901.05
-32.78;-27.79;-29.96;-22.15;-23.3;113.16;1006.22;2370.94;3675.12;5253.79;6317.66;7241.83;8252.88;9031.58;9898.04
-29.78;-27.79;-28.42;-23.35;-22.95;113.75;1005.43;2375.34;3667.27;5268.67;6339.62;7224.13;8251.32;9015.18;9883.71
-31.5;-29.39;-29.06;-22.85;-20.55;114.98;1006.91;2369.8;3669.3;5269.89;6339.35;7209.86;8247.07;9019.48;9863.12
-34.03;-28.53;-27.45;-26.95;-21.78;117.2;1005;2366.27;3667.39;5256.85;6331.05;7197.8;8226.89;9034.47;9859.94
-31.63;-25.49;-26.5;-25.33;-20.12;121.72;1006.33;2360.73;3667.56;5246.47;6331.55;7200.62;8219.49;9041.96;9834.4
-31.5;-31.47;-26.6;-25.64;-20.77;125.03;1015.96;2355.35;3664.26;5240.64;6334.45;7207.51;8207.44;9016.17;9845.33
-32.62;-29.04;-26.99;-23.43;-19.85;129.26;1024.35;2369.12;3666.74;5244.65;6338.03;7222.1;8195.69;8961.9;9858.98
-32.02;-27.35;-25.79;-23.3;-17.7;125.77;1035.77;2381.3;3674.92;5247.97;6325.07;7230.84;8202.89;8957.78;9828.93
-31.39;-28.03;-25.74;-23.68;-18.54;125.98;1034.64;2370.33;3678.47;5252.92;6313.44;7221.07;8193.38;8978.56;9828.04
-32.04;-27.89;-24.54;-22.72;-21.67;131.81;1032.85;2379.7;3664.39;5260.9;6305.25;7219.72;8199.99;8985.12;9839.45
-33.71;-28.91;-25.35;-25.01;-19.77;132.65;1027;2396.09;3656.24;5274.07;6304.13;7210.52;8199.59;8960.16;9825.37
-30.84;-25.58;-27.53;-24.14;-17.81;130.74;1025.55;2393.35;3660.01;5266.49;6305.46;7220.66;8177.75;8972.91;9784.84
-32.16;-29.75;-28.32;-24.05;-18.27;136.44;1037.04;2387.57;3672.21;5273.06;6290.23;7225.88;8160.79;8962.63;9772.59
-31.14;-29.64;-25.27;-26.16;-18.78;136.78;1045.44;2379.01;3671.73;5265.3;6289.03;7218.43;8183.24;8946.07;9780.15
-34.06;-28.9;-25.3;-24.68;-23.01;143.59;1048.39;2383.01;3659.4;5273.16;6281.38;7206.24;8175.45;8944.79;9774.88
-35.04;-28.66;-29.44;-24.74;-20.91;146.41;1057.8;2381.02;3668.17;5277.63;6273.06;7201.13;8148.77;8919.62;9771.18
-35.04;-27.81;-28.51;-24.55;-17.59;144.1;1052.36;2393.69;3667.69;5278.13;6282.36;7193.25;8158.04;8922.85;9768.8
-35.04;-29.94;-27.8;-23.9;-16.64;144.5;1054.96;2399.53;3666.23;5280.45;6272.15;7165.84;8133.6;8912.85;9758.41
-34.38;-26.15;-25.95;-22.29;-17.16;148.67;1059.73;2401.91;3660.19;5296.19;6269.32;7191.82;8123.37;8936.11;9745.56
-32.48;-26.38;-29.25;-23.49;-18.3;153.05;1071.74;2405.71;3648.33;5293.33;6268.68;7200.48;8141.9;8937.36;9744.13
-32.46;-26.92;-29.32;-24.11;-19.33;151.3;1072.76;2397.12;3638.64;5276.18;6292.77;7173.43;8140.83;8908.8;9738.27
-27.91;-27.54;-29.62;-23.73;-18.9;151.66;1073.17;2398.42;3649.17;5273.29;6293.18;7159.76;8124.78;8896.65;9723.87
-28.18;-28.58;-28.81;-24.63;-16.77;151.88;1073.13;2396.02;3669.68;5275.19;6280.65;7145.54;8122.89;8894.82;9731.83
-31.12;-28.88;-23.69;-24.98;-17.35;150.71;1065.38;2391.91;3674.2;5286.57;6264.65;7163.35;8106.59;8883.48;9721.76
-30.27;-27.54;-26.23;-26.07;-17.56;149.48;1069.28;2389.05;3660.63;5263.21;6256.5;7144.88;8101.29;8866.19;9700.72
-30.42;-26.62;-26.6;-24.33;-17.16;154.6;1073.23;2398.08;3663.47;5265.72;6253.14;7141.58;8088.84;8862.86;9694.19
-29.13;-27;-26.93;-22.72;-17.37;154.1;1070.22;2409.64;3676.6;5257.13;6258.12;7147.3;8063.67;8861.95;9675.05
-31.31;-26.62;-29.3;-25.23;-18.49;154.49;1077.62;2413.17;3671.55;5245.57;6244.04;7147.23;8053.92;8845.52;9657.83
-34.74;-27.76;-30.96;-25.5;-17.97;155.52;1074.62;2399.4;3665.22;5239.43;6234.18;7146.16;8064.3;8844.02;9685.37
-31.53;-30.02;-30.66;-26.21;-16.99;156.5;1080.59;2402.58;3675.74;5246.26;6227.58;7133.9;8053.26;8836.83;9664.01
-30.17;-30.34;-29.73;-25.53;-18.76;158.49;1072.9;2405.04;3661.76;5276.73;6236.07;7130.69;8063.44;8809.96;9640.02
-32.53;-29.74;-28.97;-21.6;-17.51;157.28;1082.1;2406.85;3672.15;5284.71;6248.28;7127.45;8071.75;8808.06;9615.36
-34.58;-29.91;-27.8;-23.25;-18.16;161.42;1084.52;2396.09;3684.55;5275.18;6236.58;7135.72;8071.54;8764.4;9607.85
-33.18;-27.63;-29.87;-23.21;-17.26;163.24;1077.97;2398.52;3683.26;5262.99;6228.81;7114.95;8060.4;8738.34;9595.54
-33.38;-25.33;-28.29;-23.9;-17.29;163.98;1080.06;2410.31;3666.88;5242.32;6211.27;7121.3;8057.6;8742.04;9586
-33.95;-28.48;-28.51;-23.51;-19.71;165.55;1080.32;2427.61;3672.72;5238.07;6205.6;7114.51;8062.19;8755.64;9615.85
-31.2;-24.88;-30.36;-24.14;-18.81;169.2;1084.98;2417.7;3682.03;5234.4;6202.65;7113.15;8045.55;8739.12;9607.77
-30.38;-24.14;-26.46;-25.77;-17.18;171.57;1086.6;2400.1;3681.91;5228.56;6206.45;7081.6;8027.53;8719.98;9584.12
-32.48;-27.6;-27.1;-25.58;-18.41;166.17;1088.94;2406.37;3681.8;5219.78;6198.86;7067.11;8057.3;8734.96;9578.6
-31.63;-28.28;-27.75;-24.66;-20.15;167.35;1096.39;2401.11;3686.76;5226.28;6186.21;7060.3;8027.89;8727.52;9576.11
-33.05;-28.25;-27.83;-24.76;-19.55;165.31;1101.89;2405.11;3683.21;5229.45;6179.59;7057.37;8008.06;8736.51;9534.21
-33.73;-27.57;-26.93;-24.8;-17.86;162.72;1094.27;2403.51;3688.41;5227.49;6183.65;7052.06;7993.36;8715.35;9538.82
-32.01;-28.77;-27.42;-21.06;-16.17;167.43;1086.85;2412.27;3690.32;5227.32;6190.04;7056.62;8026.11;8697.07;9520.81
-35.97;-28.25;-27.2;-21.72;-18.87;167.64;1097.5;2411.64;3683.34;5232.98;6195.76;7079.74;8026.72;8667.15;9515.49
-33.97;-27.4;-26.44;-24.05;-18.08;168.03;1094.02;2422.24;3668.19;5223.37;6191.65;7093.79;8012.04;8674.19;9499.11
-35.5;-30.68;-28.73;-27.71;-15.82;169.33;1094.33;2425.63;3672.61;5230.08;6182.67;7107.88;7978.51;8667.57;9479.09
-34.76;-28;-27.34;-26.01;-15.9;173.63;1093.28;2426.5;3682.26;5237.4;6179.35;7077.49;7977.73;8630.52;9466.02
-35.09;-27.11;-25.87;-24.03;-16.5;175.32;1098.98;2422.86;3690.06;5235.94;6178.56;7053.11;7982.79;8639.18;9464.88
-32.13;-26.94;-25.25;-23.51;-16.04;175.04;1098.02;2414.13;3684.05;5234.85;6167.51;7070.9;7981.28;8655.42;9494.42
-29.11;-28.77;-25.46;-24.55;-17.54;177.03;1098.19;2407.43;3686;5221.32;6173.78;7049.66;7984.06;8634.75;9464.33
-28.94;-29.2;-26.69;-25.23;-17.37;180.59;1096.22;2415.14;3687.47;5235.09;6159.59;7029.66;7978.61;8634.17;9475.74
-32.46;-29.55;-26.8;-23.02;-17.78;181.56;1102.84;2419;3698.29;5241.81;6143.86;7016.13;7962.93;8647.58;9502.4
-30.36;-31.33;-25.76;-23.05;-18.27;185.3;1103.54;2409.72;3702.39;5229.99;6147.52;7002.93;7974.53;8658.5;9487.22
-29.05;-28.84;-25.49;-22.72;-17.94;180.01;1105.51;2404.09;3696.84;5222.19;6150.02;7016.86;7980.21;8649.68;9439.72
-31.62;-29.07;-27.7;-25.53;-21.27;179.69;1103.49;2407.32;3687.85;5220.77;6148.48;7003.27;7990.47;8642.32;9414.3
-29.37;-28.41;-26.71;-25.09;-20.58;181.1;1101.09;2411.81;3694.1;5226.4;6140.1;6993.33;7977.85;8648.66;9404.6
-30.93;-29.91;-26.41;-25.04;-17.78;183.8;1099.82;2398.7;3694.5;5210.87;6150.85;6990.5;7941.74;8641.75;9431.09
-31.2;-29.72;-27.48;-23.08;-15.28;181.21;1098.51;2398.87;3692.97;5197.76;6146.09;6993.18;7917.21;8622.68;9413.81
-32.32;-27.41;-25.73;-21.04;-14.05;180.86;1098.84;2411.64;3697.69;5199.66;6149.91;6990.98;7906.84;8610.09;9388.11
-31.86;-24.71;-28;-22.24;-15.9;181.68;1095.68;2428.32;3691.91;5195;6152.97;7002.3;7905.28;8617.42;9393.52
-28.45;-28.96;-27.26;-22.75;-17.84;181.16;1092.4;2416.71;3692.16;5187.53;6135.43;6999.37;7923.66;8612.47;9376.45
-31.04;-29.97;-28.48;-22.5;-16.77;179.18;1088.88;2399.45;3696.65;5179.19;6126.95;7008.86;7900.36;8611.81;9346.34
-32.32;-25.01;-30.85;-25.66;-17.32;177.27;1091.72;2400.62;3695.1;5186.18;6128.84;6992.28;7895.06;8594.02;9332.35
-31.47;-26.1;-31.07;-26.05;-16.04;179.67;1091.81;2403.97;3688.52;5196.49;6122.96;6984.74;7896.82;8543.96;9338.96
-30.19;-29.67;-29.08;-22.01;-17.59;181.02;1097.08;2416.72;3685.17;5185.93;6116.2;6978.6;7891.53;8514.35;9329.91
-32.59;-28.28;-26.55;-23.16;-19.99;185.49;1091.06;2416.59;3685.56;5179.07;6119.69;6970.24;7856.14;8499.86;9299.21
-31.91;-26.83;-27.91;-23.38;-16.58;185.65;1084.9;2402.99;3691.49;5169.36;6103.73;6967.61;7851.83;8509.57;9288.55
-30.9;-27.52;-28.1;-22.29;-16.1;187.57;1093.03;2400.93;3704.79;5159.32;6096.38;6963.28;7853.69;8510.26;9290.61
-31.86;-26.59;-30.2;-23.35;-17.42;199.04;1092.72;2390.87;3685.56;5153.57;6104.48;6943.45;7838.48;8505.5;9265.04
-29.65;-24.52;-28.89;-23.15;-20.86;198.48;1087.55;2389.61;3685.71;5163.33;6095.49;6944.41;7813.06;8475.89;9268.34
-29.62;-24.03;-27.36;-26.32;-16.38;195.38;1086.16;2378.24;3697.6;5168.63;6071;6960.1;7802.15;8451.96;9268.27
-30.63;-26.46;-29.51;-23.24;-21.19;196.74;1089.99;2366.71;3704.02;5157.63;6068.73;6973.23;7797.34;8443.43;9248.67
-30.06;-26.73;-31.77;-23.21;-18.65;200.26;1083.01;2380.12;3703.38;5132.59;6060.33;6959.56;7814.35;8441.02;9225.1
-30.52;-27.08;-30.55;-25.75;-16.1;197.93;1081.18;2385.5;3706.56;5136.02;6058.59;6941.18;7810.17;8457.37;9193.8
-29.22;-25.28;-28.07;-24.55;-14.6;199.87;1087.78;2380.84;3696.6;5121.78;6063.11;6929.08;7796.18;8468.73;9173.09
-28.89;-26.73;-27.23;-23.86;-17.13;199.35;1084.96;2380.73;3688.44;5123.95;6050.59;6920.99;7799.29;8482.04;9195
-29.19;-29.78;-27.64;-27;-18.92;200.2;1088.68;2384.01;3699.23;5128.9;6050.62;6924.75;7805.66;8446.97;9195.21
-29;-29.04;-27.5;-27.05;-20.07;198.51;1087.17;2381.46;3693.48;5126.14;6046.54;6911.66;7803.64;8423.55;9187.91
-29.62;-29.8;-25.27;-25.99;-20.04;199.97;1085.55;2389.28;3694.3;5109.18;6046.74;6907.3;7782.8;8414.15;9171.7
-30.96;-27.93;-25.35;-24.46;-17.59;205.74;1080.44;2392.55;3687.89;5120.4;6028.51;6882.02;7777.06;8405.95;9148.94
-31.17;-25.14;-26.8;-24.41;-17.29;209.17;1087.65;2385.7;3698.45;5127.59;6018.66;6874.47;7766.38;8404.17;9144.79
